order_id,customer_id,restaurant_id,order_date,order_time,order_amount,delivery_time,order_status
O008662,C00106,R0362,2024-01-01,20:00,316,84,Delivered
O008663,C02219,R0117,,18:00,216,-5,Delivered
O008664,C02688,R0058,01-02-2024,18:00,991,-1,
O008665,C00262,R0270,01-02-2024,22:00,882,18,Cancelled
O008666,C00494,R0329,,,1403,68,delivered
O008667,C01475,R0455,March 3 2024,20:00,576,55,Delivered
O008668,C02951,R0295,2024-01-01,22:00,1024,1,delivered
O008669,C00290,R0122,March 3 2024,18:00,1013,2,
O008670,C01869,R0159,March 3 2024,12:00,1872,97,Delivered
O008671,C01338,R0178,March 3 2024,22:00,26,91,Cancelled
O008672,C02133,R0144,01-02-2024,13:00,518,80,Delivered
O008673,C01439,R0328,2024-01-01,18:00,733,51,Cancelled
O008674,C01353,R0368,01-02-2024,13:00,1322,-2,delivered
O008675,C00045,R0307,01-02-2024,20:00,655,114,Delivered
O008676,C00815,R0399,01-02-2024,,675,8,
O008677,C02381,R0089,2024-01-01,,1536,79,Delivered
O008678,C00465,R0239,,18:00,-28,76,Cancelled
O008679,C00200,R0038,01-02-2024,18:00,278,7,delivered
O008680,C00329,R0361,01-02-2024,,391,93,
O008681,C02288,R0079,01-02-2024,22:00,583,115,Cancelled
O008682,C01908,R0345,2024-01-01,,1875,38,Cancelled
O008683,C00798,R0327,2024-01-01,,203,91,
O008684,C00702,R0346,March 3 2024,22:00,1852,63,
O008685,C02631,R0252,01-02-2024,13:00,1869,74,delivered
O008686,C02705,R0328,01-02-2024,22:00,1160,27,Cancelled
O008687,C02022,R0466,2024-01-01,12:00,930,1,Cancelled
O008688,C01925,R0149,2024-01-01,18:00,1630,41,delivered
O008689,C02769,R0016,01-02-2024,,155,94,Delivered
O008690,C02408,R0367,,20:00,1094,81,
O008691,C01402,R0323,March 3 2024,18:00,133,13,delivered
O008692,C02433,R0321,March 3 2024,,1618,20,
O008693,C02847,R0269,01-02-2024,13:00,392,71,delivered
O008694,C02413,R0118,March 3 2024,,1914,12,delivered
O008695,C02120,R0192,March 3 2024,22:00,128,60,Cancelled
O008696,C02552,R0317,01-02-2024,18:00,244,61,
O008697,C01438,R0288,March 3 2024,22:00,1690,107,delivered
O008698,C00127,R0396,2024-01-01,,164,27,Cancelled
O008699,C01511,R0351,01-02-2024,13:00,643,80,delivered
O008700,C01621,R0297,2024-01-01,22:00,1572,116,
O008701,C00482,R0194,01-02-2024,20:00,328,10,delivered
O008702,C01336,R0489,2024-01-01,,1156,16,Cancelled
O008703,C00283,R0392,March 3 2024,13:00,353,45,Cancelled
O008704,C02122,R0443,,18:00,248,114,Delivered
O008705,C02821,R0281,2024-01-01,18:00,321,95,
O008706,C02395,R0389,2024-01-01,20:00,585,10,Delivered
O008707,C02045,R0301,,12:00,481,3,Cancelled
O008708,C02372,R0386,,22:00,1156,96,Delivered
O008709,C00239,R0426,2024-01-01,,62,59,
O008710,C01421,R0250,2024-01-01,18:00,929,17,Cancelled
O008711,C02385,R0422,2024-01-01,,1224,102,Delivered
O008712,C00341,R0231,01-02-2024,20:00,1781,91,Delivered
O008713,C02994,R0003,2024-01-01,22:00,0,56,Cancelled
O008714,C00892,R0174,2024-01-01,13:00,315,113,delivered
O008715,C01487,R0240,,,863,22,Cancelled
O008716,C00462,R0486,,20:00,1283,1,Delivered
O008717,C01317,R0406,01-02-2024,13:00,1054,92,
O008718,C00798,R0104,01-02-2024,13:00,943,1,Delivered
O008719,C00733,R0289,March 3 2024,13:00,1646,8,Cancelled
O008720,C00162,R0244,2024-01-01,22:00,295,84,Delivered
O008721,C02496,R0288,2024-01-01,12:00,1368,48,Cancelled
O008722,C01479,R0367,,,247,106,Delivered
O008723,C02313,R0273,March 3 2024,13:00,1188,2,Delivered
O008724,C01010,R0120,2024-01-01,18:00,664,8,delivered
O008725,C00132,R0338,March 3 2024,22:00,-57,2,Cancelled
O008726,C01858,R0440,01-02-2024,22:00,-26,73,delivered
O008727,C02168,R0259,2024-01-01,13:00,-48,33,delivered
O008728,C01916,R0070,2024-01-01,18:00,-63,65,Delivered
O008729,C01243,R0433,01-02-2024,20:00,665,98,Cancelled
O008730,C00672,R0183,2024-01-01,22:00,610,70,
O008731,C00505,R0461,01-02-2024,13:00,647,110,Delivered
O008732,C02157,R0247,01-02-2024,,1392,41,Cancelled
O008733,C01262,R0118,March 3 2024,13:00,978,92,delivered
O008734,C00293,R0031,,,15,106,Delivered
O008735,C02011,R0465,,,178,79,
O008736,C02751,R0149,01-02-2024,12:00,353,72,Delivered
O008737,C00828,R0016,March 3 2024,12:00,507,2,delivered
O008738,C00187,R0273,01-02-2024,20:00,972,109,delivered
O008739,C01060,R0352,March 3 2024,20:00,268,84,Cancelled
O008740,C02304,R0385,March 3 2024,,269,58,
O008741,C01459,R0368,,20:00,200,-6,Delivered
O008742,C01643,R0102,,20:00,616,60,delivered
O008743,C01032,R0072,March 3 2024,13:00,1846,93,Cancelled
O008744,C02796,R0193,,13:00,870,45,
O008745,C01202,R0322,March 3 2024,13:00,1275,40,
O008746,C02089,R0111,2024-01-01,18:00,94,45,Cancelled
O008747,C02805,R0293,01-02-2024,,1228,23,delivered
O008748,C02161,R0408,,20:00,157,89,
O008749,C02816,R0347,01-02-2024,18:00,1879,42,Delivered
O008750,C00854,R0340,,22:00,1373,-8,delivered
O008751,C02126,R0367,01-02-2024,,1794,63,delivered
O008752,C00719,R0318,01-02-2024,22:00,1495,96,Cancelled
O008753,C01847,R0277,,13:00,1457,88,
O008754,C00878,R0106,,22:00,1780,26,Cancelled
O008755,C00402,R0037,,13:00,686,34,
O008756,C02881,R0291,,,428,-8,Cancelled
O008757,C00064,R0422,March 3 2024,,397,9,delivered
O008758,C02700,R0181,,20:00,1710,50,Cancelled
O008759,C02934,R0143,,18:00,1413,63,delivered
O008760,C01449,R0114,,13:00,219,46,delivered
O008761,C00373,R0238,2024-01-01,12:00,513,59,Cancelled
O008762,C00306,R0426,01-02-2024,12:00,529,100,
O008763,C02257,R0094,,20:00,1345,79,delivered
O008764,C02515,R0260,,18:00,144,119,Cancelled
O008765,C00932,R0107,01-02-2024,13:00,769,38,delivered
O008766,C01991,R0244,01-02-2024,20:00,1359,83,delivered
O008767,C01416,R0423,March 3 2024,18:00,-87,98,Cancelled
O008768,C02695,R0335,01-02-2024,12:00,570,49,delivered
O008769,C00362,R0023,01-02-2024,13:00,540,87,delivered
O008770,C01288,R0361,2024-01-01,18:00,585,70,Cancelled
O008771,C02769,R0271,March 3 2024,22:00,831,31,Delivered
O008772,C00716,R0474,2024-01-01,13:00,1609,62,Cancelled
O008773,C01646,R0140,01-02-2024,22:00,1874,16,
O008774,C00543,R0466,,,831,70,Delivered
O008775,C01548,R0454,March 3 2024,,911,6,delivered
O008776,C01663,R0384,01-02-2024,,1284,102,
O008777,C02242,R0082,01-02-2024,20:00,-58,119,Delivered
O008778,C00652,R0377,,18:00,810,4,Cancelled
O008779,C01051,R0498,,,1217,107,delivered
O008780,C01070,R0438,,18:00,1268,62,Delivered
O008781,C00647,R0344,March 3 2024,18:00,919,3,Cancelled
O008782,C01853,R0422,2024-01-01,18:00,466,-3,Delivered
O008783,C00123,R0156,March 3 2024,13:00,1365,65,Cancelled
O008784,C01082,R0335,,22:00,6,56,
O008785,C00949,R0019,March 3 2024,22:00,1236,-8,
O008786,C00961,R0069,,20:00,1107,113,delivered
O008787,C02097,R0448,2024-01-01,,-52,3,Cancelled
O008788,C00803,R0132,March 3 2024,20:00,152,119,Delivered
O008789,C02655,R0256,2024-01-01,18:00,1300,91,delivered
O008790,C01681,R0209,2024-01-01,12:00,1468,105,delivered
O008791,C01608,R0010,,12:00,1455,35,Cancelled
O008792,C01403,R0140,March 3 2024,18:00,640,20,
O008793,C02058,R0453,March 3 2024,,599,80,delivered
O008794,C02722,R0135,2024-01-01,22:00,602,24,Delivered
O008795,C00726,R0255,,20:00,1107,51,delivered
O008796,C02564,R0300,2024-01-01,13:00,192,54,Cancelled
O008797,C02272,R0407,2024-01-01,12:00,855,79,
O008798,C01405,R0258,2024-01-01,20:00,773,33,Cancelled
O008799,C00203,R0094,2024-01-01,12:00,401,88,delivered
O008800,C00942,R0372,March 3 2024,22:00,1720,40,Delivered
O008801,C00589,R0241,01-02-2024,22:00,548,97,delivered
O008802,C00571,R0237,March 3 2024,18:00,-15,77,delivered
O008803,C00206,R0165,,18:00,195,22,
O008804,C00196,R0325,01-02-2024,12:00,1279,90,Cancelled
O008805,C01346,R0148,2024-01-01,12:00,1383,47,
O008806,C00418,R0218,March 3 2024,20:00,178,104,delivered
O008807,C01643,R0428,01-02-2024,18:00,151,15,Delivered
O008808,C01366,R0108,2024-01-01,22:00,931,106,Delivered
O008809,C00009,R0231,March 3 2024,,485,64,
O008810,C00532,R0070,01-02-2024,20:00,1243,82,Delivered
O008811,C00149,R0221,March 3 2024,20:00,1074,46,Delivered
O008812,C02431,R0074,01-02-2024,13:00,504,59,Delivered
O008813,C01553,R0179,,,491,62,delivered
O008814,C01036,R0080,March 3 2024,22:00,1675,-3,Delivered
O008815,C00476,R0354,March 3 2024,20:00,1967,80,
O008816,C01618,R0159,01-02-2024,,-89,115,Delivered
O008817,C02627,R0356,,13:00,1892,23,delivered
O008818,C01980,R0169,March 3 2024,,21,58,delivered
O008819,C01077,R0314,,18:00,324,-1,Delivered
O008820,C00206,R0389,,22:00,777,11,
O008821,C02179,R0161,March 3 2024,18:00,685,-5,Delivered
O008822,C02963,R0427,2024-01-01,13:00,1976,99,Cancelled
O008823,C00745,R0403,01-02-2024,22:00,1475,-4,
O008824,C00913,R0032,March 3 2024,12:00,0,86,
O008825,C00054,R0121,,12:00,275,99,
O008826,C00395,R0215,01-02-2024,12:00,545,2,
O008827,C01604,R0003,March 3 2024,,1764,52,
O008828,C01827,R0385,01-02-2024,20:00,620,13,Delivered
O008829,C00344,R0228,01-02-2024,,1523,83,Delivered
O008830,C01193,R0425,,,1923,86,
O008831,C01933,R0476,2024-01-01,,370,73,
O008832,C01185,R0048,2024-01-01,,1852,8,Cancelled
O008833,C00703,R0167,01-02-2024,12:00,945,72,delivered
O008834,C02575,R0389,,20:00,1997,77,delivered
O008835,C01311,R0333,,20:00,625,58,
O008836,C01899,R0011,March 3 2024,13:00,1914,49,
O008837,C02460,R0238,01-02-2024,12:00,283,11,delivered
O008838,C02617,R0278,March 3 2024,22:00,1674,81,Delivered
O008839,C00199,R0241,,,602,84,Cancelled
O008840,C02823,R0471,01-02-2024,20:00,1996,18,Cancelled
O008841,C00389,R0192,2024-01-01,13:00,218,-7,
O008842,C00474,R0012,2024-01-01,20:00,-80,93,Delivered
O008843,C01405,R0053,March 3 2024,22:00,491,107,Delivered
O008844,C00765,R0055,01-02-2024,22:00,-92,5,Delivered
O008845,C01655,R0309,,12:00,1360,69,Delivered
O008846,C00592,R0021,March 3 2024,20:00,1811,75,
O008847,C01849,R0019,2024-01-01,22:00,196,64,delivered
O008848,C01096,R0453,,18:00,1152,30,
O008849,C00982,R0344,01-02-2024,22:00,1170,49,Cancelled
O008850,C00355,R0350,2024-01-01,22:00,181,47,Cancelled
O008851,C00168,R0456,,20:00,156,101,
O008852,C00284,R0322,2024-01-01,,1016,29,Cancelled
O008853,C02872,R0315,01-02-2024,22:00,1729,47,delivered
O008854,C01199,R0433,March 3 2024,13:00,452,66,delivered
O008855,C01244,R0482,,,1420,37,
O008856,C00891,R0059,,22:00,1470,79,Cancelled
O008857,C02182,R0151,01-02-2024,18:00,1766,0,delivered
O008858,C01655,R0259,2024-01-01,22:00,1560,45,delivered
O008859,C00122,R0440,2024-01-01,12:00,208,12,Cancelled
O008860,C00833,R0372,2024-01-01,20:00,-40,22,Delivered
O008861,C01923,R0058,,18:00,998,105,Cancelled
O008862,C01022,R0216,,13:00,1883,17,
O008863,C01994,R0062,2024-01-01,22:00,1194,104,Delivered
O008864,C00895,R0146,,22:00,944,41,
O008865,C01516,R0445,March 3 2024,13:00,97,-2,delivered
O008866,C00289,R0382,01-02-2024,22:00,1076,7,Delivered
O008867,C01077,R0239,01-02-2024,12:00,1991,71,
O008868,C01372,R0293,,,1933,55,
O008869,C01075,R0182,March 3 2024,,1468,11,
O008870,C00839,R0369,March 3 2024,18:00,770,69,Delivered
O008871,C02960,R0095,2024-01-01,22:00,409,90,
O008872,C00040,R0078,01-02-2024,13:00,195,85,Delivered
O008873,C02298,R0449,01-02-2024,13:00,1788,63,Delivered
O008874,C02266,R0142,01-02-2024,18:00,475,94,
O008875,C00179,R0105,,12:00,814,5,delivered
O008876,C00183,R0261,March 3 2024,18:00,884,38,Cancelled
O008877,C01760,R0095,2024-01-01,22:00,695,87,Cancelled
O008878,C01188,R0223,,,1893,90,Delivered
O008879,C01770,R0478,2024-01-01,12:00,1658,52,
O008880,C01401,R0484,,12:00,747,45,Cancelled
O008881,C00705,R0190,01-02-2024,13:00,1291,87,Cancelled
O008882,C00497,R0129,2024-01-01,12:00,1521,97,
O008883,C00597,R0319,March 3 2024,22:00,261,66,Cancelled
O008884,C02509,R0195,March 3 2024,22:00,375,26,
O008885,C00474,R0020,,22:00,203,82,Cancelled
O008886,C00685,R0299,01-02-2024,,1337,87,delivered
O008887,C01061,R0240,,20:00,301,21,
O008888,C01623,R0235,2024-01-01,12:00,1651,97,Cancelled
O008889,C01665,R0085,March 3 2024,12:00,777,63,Delivered
O008890,C00319,R0094,March 3 2024,22:00,1513,61,
O008891,C01436,R0042,March 3 2024,13:00,1245,10,Cancelled
O008892,C02404,R0364,March 3 2024,,806,92,delivered
O008893,C01695,R0350,2024-01-01,12:00,245,87,Cancelled
O008894,C02665,R0453,March 3 2024,20:00,995,51,Delivered
O008895,C01989,R0074,,12:00,1706,27,
O008896,C00229,R0472,March 3 2024,18:00,1800,87,delivered
O008897,C00729,R0365,2024-01-01,20:00,1576,99,Cancelled
O008898,C01288,R0115,01-02-2024,13:00,107,29,Delivered
O008899,C01511,R0423,01-02-2024,20:00,1265,8,Delivered
O008900,C00561,R0190,March 3 2024,20:00,956,18,Delivered
O008901,C01376,R0432,01-02-2024,12:00,1305,98,Cancelled
O008902,C01466,R0125,2024-01-01,20:00,1309,74,delivered
O008903,C02683,R0006,March 3 2024,22:00,888,-1,Cancelled
O008904,C02507,R0458,2024-01-01,,61,105,delivered
O008905,C00025,R0379,01-02-2024,20:00,1963,97,
O008906,C01155,R0042,01-02-2024,12:00,145,-4,delivered
O008907,C00370,R0058,March 3 2024,22:00,969,8,Delivered
O008908,C01460,R0427,01-02-2024,13:00,971,99,Delivered
O008909,C01012,R0010,March 3 2024,18:00,1627,22,Delivered
O008910,C00611,R0089,March 3 2024,20:00,1377,12,Cancelled
O008911,C01376,R0334,,22:00,1112,75,
O008912,C01826,R0111,,22:00,1654,89,delivered
O008913,C02036,R0039,,13:00,1380,99,Delivered
O008914,C01221,R0397,2024-01-01,13:00,1687,71,
O008915,C02157,R0459,01-02-2024,18:00,872,91,
O008916,C01884,R0167,01-02-2024,18:00,1712,80,Cancelled
O008917,C01947,R0011,,12:00,15,26,delivered
O008918,C00720,R0110,March 3 2024,18:00,-88,38,
O008919,C01106,R0497,March 3 2024,18:00,1175,28,delivered
O008920,C01561,R0016,March 3 2024,22:00,815,19,Cancelled
O008921,C02480,R0033,March 3 2024,20:00,792,32,delivered
O008922,C01921,R0233,2024-01-01,20:00,116,21,Cancelled
O008923,C00636,R0489,01-02-2024,,193,115,Delivered
O008924,C01173,R0188,,18:00,1089,84,delivered
O008925,C01754,R0224,2024-01-01,,1066,-9,Cancelled
O008926,C02415,R0059,01-02-2024,,397,36,
O008927,C02973,R0458,2024-01-01,12:00,876,88,Delivered
O008928,C02462,R0051,March 3 2024,12:00,649,12,
O008929,C01927,R0271,2024-01-01,20:00,603,74,Delivered
O008930,C00356,R0464,2024-01-01,13:00,168,30,Delivered
O008931,C02059,R0043,March 3 2024,22:00,1460,31,delivered
O008932,C01440,R0027,March 3 2024,18:00,911,61,
O008933,C01595,R0056,,22:00,1043,101,
O008934,C01676,R0121,,18:00,1148,39,Delivered
O008935,C01871,R0113,01-02-2024,18:00,662,64,Delivered
O008936,C01146,R0316,,,622,-10,Delivered
O008937,C02113,R0115,,20:00,1305,-10,Cancelled
O008938,C00125,R0109,01-02-2024,22:00,1958,16,delivered
O008939,C00312,R0480,2024-01-01,22:00,338,98,Delivered
O008940,C00775,R0454,2024-01-01,13:00,214,114,delivered
O008941,C00395,R0175,2024-01-01,13:00,800,12,Delivered
O008942,C02921,R0112,March 3 2024,22:00,491,98,Cancelled
O008943,C01474,R0100,01-02-2024,13:00,1391,89,Delivered
O008944,C01832,R0008,2024-01-01,13:00,544,91,delivered
O008945,C00694,R0447,,18:00,94,20,Delivered
O008946,C01183,R0473,,20:00,1337,44,delivered
O008947,C01377,R0135,,18:00,1809,51,
O008948,C01844,R0251,01-02-2024,,-100,85,delivered
O008949,C00990,R0337,01-02-2024,13:00,267,29,Cancelled
O008950,C02847,R0240,,18:00,1846,91,Delivered
O008951,C02722,R0222,March 3 2024,18:00,189,6,
O008952,C01753,R0386,March 3 2024,12:00,699,88,delivered
O008953,C02960,R0145,2024-01-01,18:00,134,1,
O008954,C02454,R0377,2024-01-01,18:00,1153,2,Cancelled
O008955,C00164,R0004,2024-01-01,20:00,1353,83,
O008956,C01717,R0282,2024-01-01,22:00,95,95,
O008957,C01627,R0334,2024-01-01,12:00,1390,8,delivered
O008958,C02685,R0328,01-02-2024,12:00,689,46,Cancelled
O008959,C00890,R0197,01-02-2024,12:00,253,81,Delivered
O008960,C01379,R0389,March 3 2024,,712,49,Delivered
O008961,C00489,R0128,March 3 2024,12:00,1608,93,Delivered
O008962,C02287,R0261,01-02-2024,20:00,734,116,Delivered
O008963,C00180,R0091,March 3 2024,22:00,1431,90,Delivered
O008964,C01443,R0325,,,304,57,
O008965,C01708,R0259,March 3 2024,20:00,1625,76,Delivered
O008966,C02365,R0422,,12:00,-11,97,
O008967,C01268,R0094,,22:00,1305,110,delivered
O008968,C00232,R0257,2024-01-01,20:00,866,-2,delivered
O008969,C01813,R0136,March 3 2024,22:00,1224,66,Cancelled
O008970,C01613,R0013,,,1365,52,Delivered
O008971,C01327,R0468,March 3 2024,20:00,1517,108,
O008972,C00331,R0198,March 3 2024,22:00,1308,82,Delivered
O008973,C00561,R0498,01-02-2024,20:00,1425,119,
O008974,C02997,R0178,01-02-2024,12:00,1172,27,delivered
O008975,C00248,R0112,2024-01-01,12:00,1595,-4,Cancelled
O008976,C00283,R0264,March 3 2024,12:00,652,93,Cancelled
O008977,C01311,R0414,01-02-2024,,615,66,Cancelled
O008978,C00940,R0369,,20:00,1849,-10,Delivered
O008979,C02080,R0424,,22:00,1072,26,
O008980,C01524,R0079,2024-01-01,22:00,374,83,Delivered
O008981,C00530,R0378,,13:00,1551,55,Cancelled
O008982,C00381,R0256,March 3 2024,18:00,1955,89,Delivered
O008983,C00063,R0074,,12:00,602,65,Delivered
O008984,C00128,R0383,2024-01-01,12:00,1987,-6,Delivered
O008985,C01552,R0161,2024-01-01,12:00,176,45,Delivered
O008986,C02211,R0201,,13:00,1211,31,
O008987,C02169,R0369,March 3 2024,13:00,82,38,
O008988,C00295,R0308,01-02-2024,13:00,838,35,Cancelled
O008989,C00179,R0377,March 3 2024,12:00,1522,60,Cancelled
O008990,C00229,R0033,March 3 2024,22:00,-17,-9,delivered
O008991,C00883,R0073,March 3 2024,12:00,-15,56,
O008992,C00394,R0462,,13:00,1642,51,Delivered
O008993,C02740,R0352,01-02-2024,13:00,1210,101,
O008994,C00072,R0293,March 3 2024,18:00,840,69,Delivered
O008995,C00318,R0198,01-02-2024,20:00,936,16,Delivered
O008996,C00595,R0325,2024-01-01,18:00,1300,75,delivered
O008997,C00379,R0388,01-02-2024,18:00,624,56,delivered
O008998,C00907,R0316,,12:00,1553,102,delivered
O008999,C00136,R0240,2024-01-01,20:00,517,111,delivered
O009000,C02778,R0464,2024-01-01,20:00,1962,60,Delivered
O009001,C01402,R0074,March 3 2024,12:00,624,46,Delivered
O009002,C01143,R0031,01-02-2024,22:00,87,19,
O009003,C00906,R0479,2024-01-01,,1808,103,Delivered
O009004,C00530,R0014,2024-01-01,12:00,1699,111,
O009005,C02983,R0205,01-02-2024,22:00,634,93,
O009006,C02714,R0316,01-02-2024,22:00,416,92,delivered
O009007,C00523,R0068,2024-01-01,20:00,1038,63,
O009008,C00387,R0128,2024-01-01,12:00,103,87,Cancelled
O009009,C02622,R0494,01-02-2024,12:00,1847,3,Cancelled
O009010,C02631,R0026,,20:00,1245,119,Delivered
O009011,C00573,R0408,01-02-2024,18:00,260,44,Cancelled
O009012,C00644,R0184,,12:00,1049,15,delivered
O009013,C02621,R0137,2024-01-01,,1043,33,delivered
O009014,C02918,R0291,March 3 2024,,113,58,
O009015,C01293,R0106,01-02-2024,13:00,1748,27,Delivered
O009016,C00547,R0463,2024-01-01,13:00,541,69,Cancelled
O009017,C01510,R0024,2024-01-01,12:00,505,1,Delivered
O009018,C02486,R0415,March 3 2024,22:00,265,94,
O009019,C01587,R0339,01-02-2024,,1128,97,delivered
O009020,C00555,R0450,2024-01-01,,798,6,
O009021,C01764,R0194,,20:00,86,14,Cancelled
O009022,C02159,R0169,March 3 2024,,1184,77,delivered
O009023,C02575,R0036,,22:00,-11,-8,Cancelled
O009024,C02225,R0101,01-02-2024,13:00,888,72,Delivered
O009025,C02722,R0034,,13:00,1073,59,delivered
O009026,C01575,R0377,March 3 2024,20:00,1367,76,Delivered
O009027,C00624,R0039,2024-01-01,13:00,192,60,delivered
O009028,C01989,R0211,March 3 2024,18:00,1389,100,Cancelled
O009029,C00944,R0230,2024-01-01,13:00,530,97,Cancelled
O009030,C00473,R0279,2024-01-01,,69,-2,
O009031,C01587,R0080,,22:00,1233,117,
O009032,C00994,R0238,March 3 2024,22:00,1349,111,delivered
O009033,C02927,R0172,March 3 2024,18:00,789,36,delivered
O009034,C01122,R0326,2024-01-01,22:00,990,53,delivered
O009035,C01435,R0442,March 3 2024,22:00,50,98,
O009036,C00170,R0059,01-02-2024,22:00,1238,101,Cancelled
O009037,C01014,R0410,01-02-2024,12:00,883,36,Delivered
O009038,C00056,R0022,,18:00,1719,64,Delivered
O009039,C01757,R0365,,18:00,876,114,delivered
O009040,C02373,R0367,March 3 2024,13:00,1953,31,Delivered
O009041,C00658,R0344,,,88,38,Delivered
O009042,C00957,R0238,March 3 2024,18:00,1528,19,Delivered
O009043,C00260,R0296,,20:00,1086,-3,
O009044,C00641,R0341,01-02-2024,18:00,614,74,
O009045,C02610,R0094,2024-01-01,20:00,1247,-3,Delivered
O009046,C02388,R0244,2024-01-01,22:00,1116,117,Cancelled
O009047,C00404,R0011,01-02-2024,,1288,0,Cancelled
O009048,C02580,R0117,2024-01-01,20:00,566,110,
O009049,C00795,R0265,March 3 2024,,487,110,Cancelled
O009050,C01562,R0012,March 3 2024,,672,60,delivered
O009051,C01184,R0154,01-02-2024,12:00,753,85,delivered
O009052,C02642,R0038,01-02-2024,,1064,90,Cancelled
O009053,C02665,R0499,01-02-2024,22:00,757,11,Delivered
O009054,C02700,R0131,01-02-2024,20:00,398,2,Cancelled
O009055,C00714,R0382,2024-01-01,,548,71,Delivered
O009056,C02392,R0225,2024-01-01,22:00,699,2,Delivered
O009057,C01397,R0143,2024-01-01,12:00,750,115,Cancelled
O009058,C01958,R0431,March 3 2024,22:00,959,84,delivered
O009059,C02094,R0389,,22:00,887,0,Delivered
O009060,C01753,R0054,March 3 2024,18:00,548,52,Delivered
O009061,C00904,R0024,,13:00,427,91,
O009062,C02103,R0395,01-02-2024,20:00,1685,40,Cancelled
O009063,C01102,R0121,01-02-2024,13:00,1427,36,
O009064,C01695,R0119,2024-01-01,12:00,1953,-7,Delivered
O009065,C00856,R0161,2024-01-01,12:00,483,-4,Delivered
O009066,C01296,R0471,,22:00,123,76,
O009067,C00660,R0074,,13:00,1801,20,Cancelled
O009068,C00111,R0185,2024-01-01,20:00,1750,107,
O009069,C01039,R0436,01-02-2024,20:00,907,75,
O009070,C02126,R0192,2024-01-01,22:00,959,19,Delivered
O009071,C00501,R0427,01-02-2024,20:00,445,32,delivered
O009072,C02636,R0220,01-02-2024,18:00,1821,74,delivered
O009073,C00418,R0487,March 3 2024,13:00,424,93,delivered
O009074,C01864,R0121,March 3 2024,12:00,1637,101,Cancelled
O009075,C00275,R0209,,20:00,980,52,
O009076,C01221,R0384,01-02-2024,20:00,1921,-7,Cancelled
O009077,C01755,R0300,2024-01-01,20:00,1366,79,delivered
O009078,C02329,R0346,01-02-2024,22:00,1238,111,Cancelled
O009079,C01721,R0473,,12:00,1230,-8,Cancelled
O009080,C01769,R0164,01-02-2024,13:00,670,70,Cancelled
O009081,C01134,R0268,01-02-2024,20:00,1590,72,delivered
O009082,C02242,R0440,,18:00,1641,71,Cancelled
O009083,C01543,R0003,01-02-2024,,209,106,Cancelled
O009084,C01968,R0050,March 3 2024,22:00,-7,40,delivered
O009085,C02903,R0413,,13:00,978,24,delivered
O009086,C00799,R0364,March 3 2024,20:00,-84,115,Cancelled
O009087,C01964,R0472,,13:00,1258,69,
O009088,C02349,R0211,01-02-2024,22:00,1496,4,Cancelled
O009089,C01351,R0461,March 3 2024,,1880,13,Delivered
O009090,C02616,R0016,March 3 2024,18:00,455,-9,delivered
O009091,C02720,R0168,2024-01-01,20:00,1250,34,
O009092,C02197,R0283,March 3 2024,18:00,1051,84,Delivered
O009093,C00769,R0379,March 3 2024,22:00,158,83,Delivered
O009094,C01485,R0326,01-02-2024,18:00,734,112,Delivered
O009095,C00139,R0298,March 3 2024,22:00,1547,26,
O009096,C00861,R0185,March 3 2024,,766,107,Delivered
O009097,C01860,R0138,March 3 2024,18:00,803,74,delivered
O009098,C02340,R0125,01-02-2024,13:00,787,111,
O009099,C00335,R0422,,13:00,42,106,delivered
O009100,C02747,R0392,01-02-2024,22:00,1824,61,
O009101,C01859,R0402,March 3 2024,13:00,1282,89,delivered
O009102,C01208,R0480,,,1014,-4,
O009103,C02355,R0401,01-02-2024,18:00,1621,-8,Delivered
O009104,C00925,R0058,01-02-2024,18:00,-82,-7,delivered
O009105,C00981,R0362,,20:00,1302,-3,delivered
O009106,C02946,R0066,2024-01-01,22:00,544,34,delivered
O009107,C01286,R0428,March 3 2024,13:00,1604,58,Cancelled
O009108,C02975,R0340,2024-01-01,,357,24,Delivered
O009109,C01334,R0202,March 3 2024,22:00,1966,6,delivered
O009110,C00344,R0009,March 3 2024,13:00,1176,65,delivered
O009111,C00657,R0432,2024-01-01,20:00,1116,111,
O009112,C01797,R0423,2024-01-01,18:00,1580,68,Delivered
O009113,C01850,R0105,March 3 2024,18:00,578,80,Delivered
O009114,C00261,R0089,,,1508,103,delivered
O009115,C01386,R0089,,12:00,996,11,Cancelled
O009116,C00169,R0344,2024-01-01,22:00,526,36,delivered
O009117,C00660,R0006,2024-01-01,13:00,1190,-8,Cancelled
O009118,C00200,R0158,01-02-2024,12:00,521,20,Delivered
O009119,C01409,R0379,,22:00,1091,2,Delivered
O009120,C00582,R0330,,13:00,627,-9,Cancelled
O009121,C00566,R0103,March 3 2024,20:00,799,100,Delivered
O009122,C02443,R0223,01-02-2024,22:00,1515,-4,
O009123,C02399,R0402,March 3 2024,13:00,597,18,Cancelled
O009124,C00028,R0171,01-02-2024,18:00,1884,77,
O009125,C01899,R0033,,22:00,1502,116,delivered
O009126,C00632,R0181,March 3 2024,13:00,-5,-3,delivered
O009127,C02428,R0184,01-02-2024,,1826,31,
O009128,C01626,R0403,March 3 2024,18:00,1598,73,Delivered
O009129,C02576,R0087,01-02-2024,18:00,1080,58,
O009130,C02037,R0069,2024-01-01,12:00,1923,88,Delivered
