delivery_id,order_id,delivery_partner,distance,delivery_status
D007818,O007818,,-3,
D007819,O007819,Amit,7,delivered
D007820,O007820,Ravi,14,delivered
D007821,O007821,Ravi,-1,Delivered
D007822,O007822,Amit,4,Cancelled
D007823,O007823,,12,Cancelled
D007824,O007824,,19,delivered
D007825,O007825,Kiran,1,
D007826,O007826,Ravi,-4,Delivered
D007827,O007827,Amit,6,
D007828,O007828,Kiran,16,Cancelled
D007829,O007829,John,1,
D007830,O007830,Kiran,6,Delivered
D007831,O007831,John,-2,
D007832,O007832,John,5,Cancelled
D007833,O007833,Kiran,14,delivered
D007834,O007834,Ravi,2,Cancelled
D007835,O007835,Kiran,-4,Delivered
D007836,O007836,Kiran,12,delivered
D007837,O007837,Ravi,12,Delivered
D007838,O007838,Ravi,-4,Cancelled
D007839,O007839,Ravi,17,
D007840,O007840,Ravi,-2,Cancelled
D007841,O007841,Ravi,15,
D007842,O007842,Ravi,2,delivered
D007843,O007843,Kiran,17,
D007844,O007844,Amit,5,
D007845,O007845,Amit,2,delivered
D007846,O007846,Amit,-1,Delivered
D007847,O007847,Kiran,2,delivered
D007848,O007848,Ravi,-5,Delivered
D007849,O007849,John,15,delivered
D007850,O007850,Ravi,6,
D007851,O007851,,5,Cancelled
D007852,O007852,Ravi,4,
D007853,O007853,Amit,-4,Delivered
D007854,O007854,Ravi,15,Cancelled
D007855,O007855,Ravi,7,
D007856,O007856,,6,
D007857,O007857,John,12,Cancelled
D007858,O007858,John,16,
D007859,O007859,Amit,19,Delivered
D007860,O007860,John,12,delivered
D007861,O007861,Amit,4,Delivered
D007862,O007862,Kiran,-4,
D007863,O007863,,13,Cancelled
D007864,O007864,Ravi,15,Cancelled
D007865,O007865,,8,Cancelled
D007866,O007866,John,19,
D007867,O007867,Ravi,13,Cancelled
D007868,O007868,,19,Delivered
D007869,O007869,,3,Delivered
D007870,O007870,Amit,19,
D007871,O007871,Kiran,14,Delivered
D007872,O007872,,0,Delivered
D007873,O007873,Ravi,12,Cancelled
D007874,O007874,Kiran,11,delivered
D007875,O007875,Kiran,12,Delivered
D007876,O007876,Ravi,14,
D007877,O007877,Kiran,1,Cancelled
D007878,O007878,John,-4,Delivered
D007879,O007879,Kiran,4,
D007880,O007880,Amit,-5,
D007881,O007881,Kiran,13,Cancelled
D007882,O007882,,17,
D007883,O007883,Kiran,13,delivered
D007884,O007884,Amit,-4,delivered
D007885,O007885,Amit,9,Delivered
D007886,O007886,Kiran,11,delivered
D007887,O007887,John,-3,Cancelled
D007888,O007888,Kiran,1,Cancelled
D007889,O007889,Ravi,13,Delivered
D007890,O007890,Amit,15,delivered
D007891,O007891,Kiran,16,
D007892,O007892,John,6,
D007893,O007893,John,8,delivered
D007894,O007894,John,15,Cancelled
D007895,O007895,,11,Cancelled
D007896,O007896,,15,Cancelled
D007897,O007897,,13,Cancelled
D007898,O007898,Ravi,18,delivered
D007899,O007899,Ravi,-1,Delivered
D007900,O007900,Kiran,2,delivered
D007901,O007901,,3,delivered
D007902,O007902,,-4,Cancelled
D007903,O007903,Ravi,9,Cancelled
D007904,O007904,John,14,Cancelled
D007905,O007905,John,10,Delivered
D007906,O007906,Amit,11,Delivered
D007907,O007907,Kiran,4,Cancelled
D007908,O007908,Kiran,6,Cancelled
D007909,O007909,,3,delivered
D007910,O007910,Ravi,18,delivered
D007911,O007911,Kiran,7,delivered
D007912,O007912,John,-4,Cancelled
D007913,O007913,Ravi,0,delivered
D007914,O007914,,15,
D007915,O007915,,15,Delivered
D007916,O007916,Kiran,-3,delivered
D007917,O007917,Kiran,11,Delivered
D007918,O007918,Amit,8,delivered
D007919,O007919,Kiran,5,Delivered
D007920,O007920,Kiran,0,Cancelled
D007921,O007921,John,16,
D007922,O007922,John,-1,Delivered
D007923,O007923,Ravi,3,delivered
D007924,O007924,Kiran,4,Cancelled
D007925,O007925,Kiran,6,
D007926,O007926,,19,Cancelled
D007927,O007927,John,7,Cancelled
D007928,O007928,,4,Delivered
D007929,O007929,Kiran,-5,
D007930,O007930,John,1,Cancelled
D007931,O007931,Kiran,16,delivered
D007932,O007932,Amit,7,Cancelled
D007933,O007933,,13,delivered
D007934,O007934,John,14,Cancelled
D007935,O007935,John,14,
D007936,O007936,Kiran,14,
D007937,O007937,Kiran,17,
D007938,O007938,Ravi,9,Delivered
D007939,O007939,Ravi,14,Cancelled
D007940,O007940,,8,
D007941,O007941,John,0,delivered
D007942,O007942,Kiran,-5,delivered
D007943,O007943,,2,Cancelled
D007944,O007944,John,-2,
D007945,O007945,Kiran,7,Delivered
D007946,O007946,Ravi,-3,
D007947,O007947,John,19,Cancelled
D007948,O007948,Kiran,-4,Delivered
D007949,O007949,,18,delivered
D007950,O007950,,5,
D007951,O007951,Amit,0,
D007952,O007952,John,7,delivered
D007953,O007953,,16,Cancelled
D007954,O007954,John,16,Delivered
D007955,O007955,,-4,delivered
D007956,O007956,John,8,Delivered
D007957,O007957,John,5,Cancelled
D007958,O007958,John,17,Delivered
D007959,O007959,Amit,2,Delivered
D007960,O007960,Ravi,18,
D007961,O007961,John,4,delivered
D007962,O007962,Ravi,9,Delivered
D007963,O007963,Ravi,7,Delivered
D007964,O007964,Ravi,1,delivered
D007965,O007965,,1,delivered
D007966,O007966,Kiran,15,Cancelled
D007967,O007967,Ravi,-2,delivered
D007968,O007968,John,-2,Delivered
D007969,O007969,Kiran,12,
D007970,O007970,,10,Cancelled
D007971,O007971,Amit,14,delivered
D007972,O007972,Ravi,17,delivered
D007973,O007973,Ravi,7,delivered
D007974,O007974,,-4,Cancelled
D007975,O007975,John,9,Cancelled
D007976,O007976,John,1,delivered
D007977,O007977,Kiran,3,Cancelled
D007978,O007978,Kiran,13,
D007979,O007979,John,2,Delivered
D007980,O007980,Amit,15,
D007981,O007981,John,4,Delivered
D007982,O007982,Amit,-2,Cancelled
D007983,O007983,,6,delivered
D007984,O007984,Amit,2,Cancelled
D007985,O007985,,-5,
D007986,O007986,Ravi,17,
D007987,O007987,John,3,Cancelled
D007988,O007988,Kiran,1,delivered
D007989,O007989,Ravi,3,delivered
D007990,O007990,Kiran,1,Delivered
D007991,O007991,Amit,-4,
D007992,O007992,John,15,Delivered
D007993,O007993,John,14,Cancelled
D007994,O007994,John,10,Delivered
D007995,O007995,Ravi,4,delivered
D007996,O007996,,18,
D007997,O007997,Amit,4,delivered
D007998,O007998,Ravi,8,Delivered
D007999,O007999,Ravi,19,Cancelled
D008000,O008000,,3,Delivered
D008001,O008001,Kiran,13,delivered
D008002,O008002,Kiran,13,
D008003,O008003,John,15,Delivered
D008004,O008004,Ravi,-4,
D008005,O008005,,14,
D008006,O008006,,13,Delivered
D008007,O008007,Kiran,5,delivered
D008008,O008008,,0,Cancelled
D008009,O008009,Kiran,11,delivered
D008010,O008010,Kiran,-1,Delivered
D008011,O008011,Ravi,5,
D008012,O008012,Amit,-2,delivered
D008013,O008013,John,-5,Cancelled
D008014,O008014,Amit,10,
D008015,O008015,,-2,Cancelled
D008016,O008016,Amit,9,
D008017,O008017,Amit,17,Cancelled
D008018,O008018,Kiran,-3,Cancelled
D008019,O008019,Ravi,6,Delivered
D008020,O008020,,15,Delivered
D008021,O008021,John,18,
D008022,O008022,Kiran,9,Delivered
D008023,O008023,John,5,Delivered
D008024,O008024,Ravi,-3,Cancelled
D008025,O008025,Amit,13,
D008026,O008026,Amit,5,Cancelled
D008027,O008027,Ravi,2,Delivered
D008028,O008028,,13,Delivered
D008029,O008029,Kiran,-4,delivered
D008030,O008030,Amit,-4,Cancelled
D008031,O008031,Ravi,6,Delivered
D008032,O008032,Kiran,2,
D008033,O008033,Kiran,0,
D008034,O008034,Ravi,-3,Delivered
D008035,O008035,Amit,5,Delivered
D008036,O008036,,10,Delivered
D008037,O008037,Amit,5,
D008038,O008038,Amit,4,Delivered
D008039,O008039,Amit,4,Cancelled
D008040,O008040,Amit,11,delivered
D008041,O008041,John,5,delivered
D008042,O008042,Ravi,16,delivered
D008043,O008043,,8,Cancelled
D008044,O008044,,3,Delivered
D008045,O008045,John,10,delivered
D008046,O008046,,0,
D008047,O008047,John,11,Delivered
D008048,O008048,John,16,
D008049,O008049,,19,delivered
D008050,O008050,,16,Cancelled
D008051,O008051,Amit,-3,delivered
D008052,O008052,John,-4,delivered
D008053,O008053,Kiran,5,Delivered
D008054,O008054,Ravi,18,Delivered
D008055,O008055,Amit,12,delivered
D008056,O008056,John,17,Cancelled
D008057,O008057,Amit,-3,
D008058,O008058,Amit,9,
D008059,O008059,Ravi,-1,Cancelled
D008060,O008060,,5,Delivered
D008061,O008061,,-3,delivered
D008062,O008062,Ravi,9,delivered
D008063,O008063,Amit,-3,delivered
D008064,O008064,John,1,
D008065,O008065,,1,Cancelled
D008066,O008066,Kiran,17,Cancelled
D008067,O008067,John,5,delivered
D008068,O008068,Amit,10,delivered
D008069,O008069,Kiran,-2,Cancelled
D008070,O008070,John,5,
D008071,O008071,Ravi,8,Delivered
D008072,O008072,Kiran,2,delivered
D008073,O008073,Amit,19,Cancelled
D008074,O008074,Kiran,11,
D008075,O008075,Ravi,17,Delivered
D008076,O008076,,18,Cancelled
D008077,O008077,,12,delivered
D008078,O008078,,0,Cancelled
D008079,O008079,Ravi,15,
D008080,O008080,John,14,delivered
D008081,O008081,Ravi,14,Cancelled
D008082,O008082,Kiran,4,Cancelled
D008083,O008083,John,0,delivered
D008084,O008084,,6,delivered
D008085,O008085,Ravi,11,
D008086,O008086,Amit,7,delivered
D008087,O008087,,-5,
D008088,O008088,Amit,-2,Cancelled
D008089,O008089,John,10,delivered
D008090,O008090,,13,
D008091,O008091,Ravi,-1,Cancelled
D008092,O008092,Amit,7,Delivered
D008093,O008093,Ravi,4,Cancelled
D008094,O008094,,-1,delivered
D008095,O008095,Ravi,10,
D008096,O008096,,-5,Delivered
D008097,O008097,Kiran,6,
D008098,O008098,Ravi,9,
D008099,O008099,Kiran,-1,Delivered
D008100,O008100,Amit,0,Delivered
D008101,O008101,Ravi,5,
D008102,O008102,Ravi,14,delivered
D008103,O008103,Amit,8,Delivered
D008104,O008104,Ravi,-4,delivered
D008105,O008105,,4,Delivered
D008106,O008106,Kiran,19,
D008107,O008107,John,6,Delivered
D008108,O008108,,3,
D008109,O008109,John,3,Delivered
D008110,O008110,Amit,19,Delivered
D008111,O008111,Amit,4,Delivered
D008112,O008112,Ravi,1,Cancelled
D008113,O008113,,-4,Delivered
D008114,O008114,John,17,Cancelled
D008115,O008115,Kiran,-5,delivered
D008116,O008116,,16,delivered
D008117,O008117,Amit,16,Delivered
D008118,O008118,,15,delivered
D008119,O008119,Kiran,17,Delivered
D008120,O008120,,13,Cancelled
D008121,O008121,Ravi,17,delivered
D008122,O008122,Kiran,16,
D008123,O008123,John,13,Delivered
D008124,O008124,Amit,16,Delivered
D008125,O008125,,-5,delivered
D008126,O008126,Kiran,-4,delivered
D008127,O008127,Ravi,-2,delivered
D008128,O008128,Ravi,10,Delivered
D008129,O008129,John,7,
D008130,O008130,Amit,6,Delivered
D008131,O008131,Ravi,-1,Delivered
D008132,O008132,Amit,-3,Cancelled
D008133,O008133,Kiran,14,Delivered
D008134,O008134,,-4,Delivered
D008135,O008135,John,18,Delivered
D008136,O008136,Ravi,-1,
D008137,O008137,,-5,delivered
D008138,O008138,Ravi,8,Delivered
D008139,O008139,John,9,Cancelled
D008140,O008140,Ravi,-2,Cancelled
D008141,O008141,John,6,delivered
D008142,O008142,,4,Cancelled
D008143,O008143,Kiran,12,Cancelled
D008144,O008144,John,3,
D008145,O008145,Kiran,-1,Delivered
D008146,O008146,Amit,16,Delivered
D008147,O008147,,19,Delivered
D008148,O008148,John,3,Delivered
D008149,O008149,,13,Delivered
D008150,O008150,Kiran,19,Cancelled
D008151,O008151,Kiran,14,
D008152,O008152,,11,Delivered
D008153,O008153,,9,Cancelled
D008154,O008154,Kiran,8,delivered
D008155,O008155,,18,Cancelled
D008156,O008156,Kiran,12,
D008157,O008157,Amit,8,Delivered
D008158,O008158,Kiran,14,Delivered
D008159,O008159,Ravi,-3,Delivered
D008160,O008160,Kiran,19,
D008161,O008161,Amit,15,delivered
D008162,O008162,Kiran,-4,delivered
D008163,O008163,,14,Cancelled
D008164,O008164,Amit,15,Cancelled
D008165,O008165,John,0,Delivered
D008166,O008166,Kiran,18,Delivered
D008167,O008167,,3,Delivered
D008168,O008168,John,19,Cancelled
D008169,O008169,John,-5,Delivered
D008170,O008170,John,9,Cancelled
D008171,O008171,Ravi,-5,Cancelled
D008172,O008172,,-3,
D008173,O008173,Ravi,18,Delivered
D008174,O008174,,10,Delivered
D008175,O008175,,9,Cancelled
D008176,O008176,Amit,9,Cancelled
D008177,O008177,John,-1,Cancelled
D008178,O008178,Kiran,4,
D008179,O008179,Amit,16,
D008180,O008180,Kiran,5,Cancelled
D008181,O008181,John,2,
D008182,O008182,,9,
D008183,O008183,Amit,14,delivered
D008184,O008184,Ravi,19,Delivered
D008185,O008185,,6,Cancelled
D008186,O008186,Ravi,-2,delivered
D008187,O008187,,4,delivered
D008188,O008188,,10,
D008189,O008189,John,9,Cancelled
D008190,O008190,Amit,-1,
D008191,O008191,Kiran,16,delivered
D008192,O008192,John,16,delivered
D008193,O008193,Kiran,6,delivered
D008194,O008194,,5,Delivered
D008195,O008195,Ravi,18,Cancelled
D008196,O008196,Kiran,5,Delivered
D008197,O008197,Ravi,7,delivered
D008198,O008198,Kiran,3,delivered
D008199,O008199,Ravi,10,delivered
D008200,O008200,John,10,Delivered
D008201,O008201,Kiran,-5,
D008202,O008202,John,13,Cancelled
D008203,O008203,John,17,
D008204,O008204,Ravi,13,
D008205,O008205,Kiran,15,delivered
D008206,O008206,Kiran,-2,Delivered
D008207,O008207,Amit,-1,
D008208,O008208,Ravi,-3,Delivered
D008209,O008209,Kiran,13,Delivered
D008210,O008210,,7,Delivered
D008211,O008211,Amit,7,Cancelled
D008212,O008212,Kiran,18,
D008213,O008213,Ravi,13,delivered
D008214,O008214,,7,delivered
D008215,O008215,Kiran,18,Cancelled
D008216,O008216,John,-1,
D008217,O008217,John,11,delivered
D008218,O008218,,12,Delivered
D008219,O008219,,6,delivered
D008220,O008220,,17,
D008221,O008221,,11,Delivered
D008222,O008222,Ravi,12,Cancelled
D008223,O008223,John,-5,delivered
D008224,O008224,Kiran,17,delivered
D008225,O008225,Kiran,-4,Cancelled
D008226,O008226,John,7,
D008227,O008227,Kiran,4,Delivered
D008228,O008228,John,-3,delivered
D008229,O008229,Amit,9,
D008230,O008230,John,17,Delivered
D008231,O008231,Kiran,-5,delivered
D008232,O008232,Amit,6,
D008233,O008233,Kiran,-2,
D008234,O008234,Ravi,17,Cancelled
D008235,O008235,Kiran,-4,delivered
D008236,O008236,Amit,14,Delivered
D008237,O008237,John,19,delivered
D008238,O008238,Kiran,17,Cancelled
D008239,O008239,John,13,Delivered
D008240,O008240,Kiran,13,
D008241,O008241,,14,Cancelled
D008242,O008242,Kiran,14,Delivered
D008243,O008243,,7,Delivered
D008244,O008244,Kiran,18,delivered
D008245,O008245,Kiran,16,
D008246,O008246,,16,Cancelled
D008247,O008247,Ravi,2,
D008248,O008248,John,5,Cancelled
D008249,O008249,Amit,2,delivered
D008250,O008250,Kiran,18,Delivered
D008251,O008251,Amit,6,delivered
D008252,O008252,Ravi,11,Cancelled
D008253,O008253,Kiran,2,
D008254,O008254,,15,Delivered
D008255,O008255,,-3,Cancelled
D008256,O008256,Kiran,1,Delivered
D008257,O008257,,7,Delivered
D008258,O008258,Ravi,12,delivered
D008259,O008259,John,4,Cancelled
D008260,O008260,John,0,
D008261,O008261,Ravi,-2,delivered
D008262,O008262,,7,delivered
D008263,O008263,John,9,delivered
D008264,O008264,,11,Cancelled
D008265,O008265,,7,Cancelled
D008266,O008266,Amit,9,Delivered
D008267,O008267,John,0,Delivered
D008268,O008268,,13,Delivered
D008269,O008269,Amit,6,Delivered
D008270,O008270,Ravi,14,delivered
D008271,O008271,John,14,
D008272,O008272,Ravi,18,Delivered
D008273,O008273,Ravi,1,Cancelled
D008274,O008274,Kiran,3,Delivered
D008275,O008275,John,5,Cancelled
D008276,O008276,Ravi,10,
D008277,O008277,Ravi,1,delivered
D008278,O008278,Ravi,19,
D008279,O008279,,8,
D008280,O008280,John,-5,delivered
D008281,O008281,John,14,Cancelled
D008282,O008282,John,11,
D008283,O008283,John,0,delivered
D008284,O008284,John,-4,Cancelled
D008285,O008285,Ravi,3,Cancelled
D008286,O008286,Amit,10,Cancelled
D008287,O008287,Kiran,14,delivered
D008288,O008288,John,5,Delivered
D008289,O008289,,14,delivered
D008290,O008290,Amit,0,
D008291,O008291,,15,delivered
D008292,O008292,Ravi,16,delivered
D008293,O008293,Kiran,7,
D008294,O008294,Ravi,6,delivered
D008295,O008295,Ravi,9,delivered
D008296,O008296,John,19,
D008297,O008297,,16,Delivered
D008298,O008298,John,0,Delivered
D008299,O008299,Ravi,14,Cancelled
D008300,O008300,Kiran,17,Delivered
D008301,O008301,Amit,14,delivered
D008302,O008302,Ravi,10,
D008303,O008303,Ravi,15,Cancelled
D008304,O008304,Ravi,14,delivered
D008305,O008305,,3,Cancelled
D008306,O008306,Amit,16,
D008307,O008307,Kiran,4,delivered
D008308,O008308,Ravi,0,Cancelled
D008309,O008309,Amit,7,Cancelled
D008310,O008310,Ravi,-1,Delivered
D008311,O008311,Amit,9,Cancelled
D008312,O008312,Amit,6,Delivered
D008313,O008313,,3,Delivered
D008314,O008314,,-1,
D008315,O008315,Amit,6,Delivered
D008316,O008316,John,9,Cancelled
D008317,O008317,Ravi,6,Delivered
D008318,O008318,,18,Delivered
D008319,O008319,Amit,16,Cancelled
D008320,O008320,John,16,
D008321,O008321,Amit,6,
D008322,O008322,Kiran,13,Cancelled
D008323,O008323,Amit,9,delivered
D008324,O008324,Kiran,19,delivered
D008325,O008325,,4,Cancelled
D008326,O008326,,-3,Delivered
D008327,O008327,Amit,19,Cancelled
D008328,O008328,,6,Cancelled
D008329,O008329,Amit,6,delivered
D008330,O008330,Amit,12,delivered
D008331,O008331,Kiran,2,Cancelled
D008332,O008332,Ravi,5,Delivered
D008333,O008333,Amit,1,
D008334,O008334,Ravi,13,Cancelled
D008335,O008335,John,17,Cancelled
D008336,O008336,,18,
D008337,O008337,John,9,delivered
D008338,O008338,John,14,Delivered
D008339,O008339,Amit,19,delivered
D008340,O008340,John,18,
D008341,O008341,Amit,8,
D008342,O008342,,4,
D008343,O008343,,10,
D008344,O008344,John,12,Delivered
D008345,O008345,Amit,9,Cancelled
D008346,O008346,Kiran,16,Cancelled
D008347,O008347,Kiran,11,
D008348,O008348,Ravi,11,Delivered
D008349,O008349,Ravi,6,
D008350,O008350,Ravi,-5,Delivered
D008351,O008351,John,17,Cancelled
D008352,O008352,Amit,8,Delivered
D008353,O008353,Ravi,17,Cancelled
D008354,O008354,Amit,11,Delivered
D008355,O008355,John,15,delivered
D008356,O008356,Amit,-1,Delivered
D008357,O008357,Amit,16,
D008358,O008358,John,-2,delivered
D008359,O008359,Kiran,-4,delivered
D008360,O008360,Amit,14,delivered
D008361,O008361,Amit,-1,delivered
D008362,O008362,,-3,delivered
D008363,O008363,,12,delivered
D008364,O008364,Ravi,7,delivered
D008365,O008365,Ravi,16,Delivered
D008366,O008366,John,7,
D008367,O008367,John,6,Delivered
D008368,O008368,,-2,delivered
D008369,O008369,,1,delivered
D008370,O008370,Ravi,0,delivered
D008371,O008371,,2,Delivered
D008372,O008372,Amit,-1,
D008373,O008373,Amit,0,
D008374,O008374,,19,Delivered
D008375,O008375,John,-1,Cancelled
D008376,O008376,Ravi,19,Cancelled
D008377,O008377,Amit,13,
D008378,O008378,John,3,Cancelled
D008379,O008379,,12,Delivered
D008380,O008380,Ravi,2,
D008381,O008381,Ravi,-5,
D008382,O008382,John,8,Delivered
D008383,O008383,John,3,Delivered
D008384,O008384,John,1,Delivered
D008385,O008385,,4,delivered
D008386,O008386,,11,Cancelled
D008387,O008387,John,5,Cancelled
D008388,O008388,,11,
D008389,O008389,Ravi,8,Cancelled
D008390,O008390,Kiran,8,
D008391,O008391,,2,
D008392,O008392,Ravi,19,delivered
D008393,O008393,Kiran,12,
D008394,O008394,Kiran,13,delivered
D008395,O008395,John,12,Cancelled
D008396,O008396,John,11,delivered
D008397,O008397,Ravi,12,Delivered
D008398,O008398,John,8,delivered
D008399,O008399,Kiran,2,
D008400,O008400,Ravi,12,Cancelled
D008401,O008401,Ravi,3,
D008402,O008402,Ravi,-5,Cancelled
D008403,O008403,John,0,
D008404,O008404,John,0,delivered
D008405,O008405,John,0,
D008406,O008406,,1,Delivered
D008407,O008407,,11,Delivered
D008408,O008408,,3,Cancelled
D008409,O008409,Ravi,5,Cancelled
D008410,O008410,John,15,delivered
D008411,O008411,,18,
D008412,O008412,Ravi,12,Delivered
D008413,O008413,Kiran,7,delivered
D008414,O008414,,8,Cancelled
D008415,O008415,Ravi,-1,delivered
D008416,O008416,Amit,1,Cancelled
D008417,O008417,,-3,Cancelled
D008418,O008418,Kiran,6,delivered
D008419,O008419,Ravi,1,
D008420,O008420,,1,delivered
D008421,O008421,,5,Cancelled
D008422,O008422,Amit,4,Delivered
D008423,O008423,Ravi,-4,
D008424,O008424,Ravi,18,
D008425,O008425,Ravi,6,Delivered
D008426,O008426,John,3,
D008427,O008427,Amit,16,Cancelled
D008428,O008428,Ravi,0,delivered
D008429,O008429,Amit,8,Cancelled
D008430,O008430,John,2,
D008431,O008431,Ravi,10,Delivered
D008432,O008432,Amit,15,
D008433,O008433,Amit,10,Cancelled
D008434,O008434,John,-5,
D008435,O008435,Amit,4,
D008436,O008436,John,19,Cancelled
D008437,O008437,,13,
D008438,O008438,Amit,1,Cancelled
D008439,O008439,John,0,Delivered
D008440,O008440,Kiran,-2,
D008441,O008441,Ravi,17,Delivered
D008442,O008442,Ravi,3,delivered
D008443,O008443,Ravi,-2,
D008444,O008444,John,5,delivered
D008445,O008445,John,16,Delivered
D008446,O008446,Ravi,-3,Delivered
D008447,O008447,John,6,Cancelled
D008448,O008448,Amit,-3,delivered
D008449,O008449,Amit,1,delivered
D008450,O008450,Amit,19,Cancelled
D008451,O008451,,15,delivered
D008452,O008452,Ravi,-3,Delivered
D008453,O008453,Kiran,16,Delivered
D008454,O008454,Ravi,18,Delivered
D008455,O008455,Amit,-2,Delivered
D008456,O008456,Ravi,17,
D008457,O008457,,17,Cancelled
D008458,O008458,Amit,-1,
D008459,O008459,,12,
D008460,O008460,,-2,delivered
D008461,O008461,,-1,Cancelled
D008462,O008462,Amit,13,
D008463,O008463,,-2,
D008464,O008464,,6,Cancelled
D008465,O008465,Kiran,8,Delivered
D008466,O008466,Ravi,6,Cancelled
D008467,O008467,Kiran,7,Cancelled
D008468,O008468,Ravi,-1,Cancelled
D008469,O008469,Amit,-5,Delivered
D008470,O008470,Kiran,13,Cancelled
D008471,O008471,John,8,Delivered
D008472,O008472,Amit,19,
D008473,O008473,Amit,3,
D008474,O008474,Ravi,19,Delivered
D008475,O008475,Ravi,3,delivered
D008476,O008476,,8,Cancelled
D008477,O008477,John,19,
D008478,O008478,Amit,14,
D008479,O008479,Amit,17,Delivered
D008480,O008480,Kiran,-5,delivered
D008481,O008481,Ravi,9,delivered
D008482,O008482,Kiran,15,delivered
D008483,O008483,Ravi,5,Delivered
D008484,O008484,Ravi,12,Delivered
D008485,O008485,Kiran,14,Cancelled
D008486,O008486,Kiran,3,
D008487,O008487,Kiran,-1,
D008488,O008488,Ravi,9,Delivered
D008489,O008489,John,9,
D008490,O008490,Kiran,-4,Cancelled
D008491,O008491,Ravi,-5,Delivered
D008492,O008492,Kiran,-4,
D008493,O008493,John,-5,delivered
D008494,O008494,John,13,Delivered
D008495,O008495,,9,
D008496,O008496,,18,
D008497,O008497,John,6,Cancelled
D008498,O008498,Kiran,1,Cancelled
D008499,O008499,,7,delivered
D008500,O008500,Ravi,-5,delivered
D008501,O008501,John,4,delivered
D008502,O008502,Kiran,13,Cancelled
D008503,O008503,Ravi,17,
D008504,O008504,John,-1,Delivered
D008505,O008505,John,0,Delivered
D008506,O008506,Kiran,-1,Cancelled
D008507,O008507,Kiran,18,Cancelled
D008508,O008508,Amit,11,Cancelled
D008509,O008509,Kiran,1,Cancelled
D008510,O008510,Ravi,19,Delivered
D008511,O008511,,19,delivered
D008512,O008512,Kiran,-3,Delivered
D008513,O008513,Kiran,14,Cancelled
D008514,O008514,,-2,delivered
D008515,O008515,,18,Delivered
D008516,O008516,John,17,Cancelled
D008517,O008517,John,2,Cancelled
D008518,O008518,,15,
D008519,O008519,,7,
D008520,O008520,,-3,Cancelled
D008521,O008521,Ravi,3,Delivered
D008522,O008522,Amit,3,
D008523,O008523,Ravi,4,Delivered
D008524,O008524,Amit,12,Delivered
D008525,O008525,John,18,
D008526,O008526,,-3,Cancelled
D008527,O008527,Ravi,6,
D008528,O008528,,19,Delivered
D008529,O008529,,-4,delivered
D008530,O008530,,6,
D008531,O008531,Ravi,3,delivered
D008532,O008532,,-4,Cancelled
D008533,O008533,John,9,
D008534,O008534,Amit,1,delivered
D008535,O008535,Kiran,1,Cancelled
D008536,O008536,John,2,Delivered
D008537,O008537,Amit,9,Cancelled
D008538,O008538,Kiran,6,Cancelled
D008539,O008539,,14,Delivered
D008540,O008540,John,14,Cancelled
D008541,O008541,Kiran,18,
D008542,O008542,Kiran,0,Cancelled
D008543,O008543,Kiran,0,delivered
D008544,O008544,,10,Cancelled
D008545,O008545,Amit,-1,delivered
D008546,O008546,Amit,-3,Cancelled
D008547,O008547,John,8,
D008548,O008548,,12,Delivered
D008549,O008549,Amit,18,Delivered
D008550,O008550,John,-5,delivered
D008551,O008551,Amit,11,Cancelled
D008552,O008552,Ravi,6,Cancelled
D008553,O008553,,-1,
D008554,O008554,Ravi,15,Cancelled
D008555,O008555,Amit,-4,delivered
D008556,O008556,Amit,1,delivered
D008557,O008557,Ravi,11,
D008558,O008558,,14,delivered
D008559,O008559,John,-2,delivered
D008560,O008560,Kiran,-4,
D008561,O008561,Ravi,13,delivered
D008562,O008562,,12,delivered
D008563,O008563,,16,Delivered
D008564,O008564,Kiran,12,
D008565,O008565,John,7,Delivered
D008566,O008566,John,1,Cancelled
D008567,O008567,Amit,16,
D008568,O008568,Amit,12,Cancelled
D008569,O008569,Ravi,13,delivered
D008570,O008570,John,18,Delivered
D008571,O008571,Ravi,-5,delivered
D008572,O008572,Amit,3,Delivered
D008573,O008573,Ravi,-4,Delivered
D008574,O008574,Kiran,2,Delivered
D008575,O008575,Ravi,18,Delivered
D008576,O008576,Amit,2,delivered
D008577,O008577,Amit,14,delivered
D008578,O008578,Kiran,-4,delivered
D008579,O008579,Kiran,-4,Delivered
D008580,O008580,John,17,Cancelled
D008581,O008581,Kiran,-5,delivered
D008582,O008582,Kiran,-4,delivered
D008583,O008583,John,-3,
D008584,O008584,Kiran,17,Cancelled
D008585,O008585,,6,delivered
D008586,O008586,,2,delivered
D008587,O008587,,14,
D008588,O008588,Kiran,14,Delivered
D008589,O008589,Amit,11,Cancelled
D008590,O008590,Amit,7,Cancelled
D008591,O008591,John,-5,
D008592,O008592,Amit,17,Cancelled
D008593,O008593,Amit,5,delivered
D008594,O008594,John,3,Cancelled
D008595,O008595,,-4,
D008596,O008596,John,6,Delivered
D008597,O008597,Amit,19,
D008598,O008598,Amit,5,Cancelled
D008599,O008599,John,1,
D008600,O008600,Kiran,10,
D008601,O008601,Amit,9,Cancelled
D008602,O008602,Amit,18,Delivered
D008603,O008603,John,-1,delivered
D008604,O008604,Amit,11,
D008605,O008605,Kiran,2,Delivered
D008606,O008606,Kiran,13,Delivered
D008607,O008607,John,15,
D008608,O008608,Ravi,17,Cancelled
D008609,O008609,,1,Cancelled
D008610,O008610,Kiran,1,
