payment_id,order_id,payment_method,payment_status
P007654,O007654,,
P007655,O007655,Debit Card,completed
P007656,O007656,UPI,completed
P007657,O007657,Debit Card,Failed
P007658,O007658,Debit Card,completed
P007659,O007659,,
P007660,O007660,,Completed
P007661,O007661,Credit Card,Completed
P007662,O007662,Cash,completed
P007663,O007663,Debit Card,completed
P007664,O007664,Cash,
P007665,O007665,UPI,Completed
P007666,O007666,Credit Card,
P007667,O007667,Debit Card,completed
P007668,O007668,,completed
P007669,O007669,,Failed
P007670,O007670,Cash,completed
P007671,O007671,,Completed
P007672,O007672,Cash,completed
P007673,O007673,Credit Card,
P007674,O007674,Cash,completed
P007675,O007675,Debit Card,Completed
P007676,O007676,,Completed
P007677,O007677,,completed
P007678,O007678,Debit Card,
P007679,O007679,UPI,
P007680,O007680,Credit Card,completed
P007681,O007681,Cash,completed
P007682,O007682,Credit Card,
P007683,O007683,Debit Card,
P007684,O007684,Credit Card,
P007685,O007685,UPI,completed
P007686,O007686,Credit Card,completed
P007687,O007687,Cash,completed
P007688,O007688,Debit Card,Failed
P007689,O007689,UPI,
P007690,O007690,UPI,Completed
P007691,O007691,UPI,completed
P007692,O007692,,
P007693,O007693,Credit Card,
P007694,O007694,Cash,Completed
P007695,O007695,,Failed
P007696,O007696,Cash,Completed
P007697,O007697,Cash,Completed
P007698,O007698,Cash,
P007699,O007699,Cash,Completed
P007700,O007700,Credit Card,Failed
P007701,O007701,Credit Card,
P007702,O007702,Cash,completed
P007703,O007703,Cash,
P007704,O007704,UPI,Failed
P007705,O007705,,Failed
P007706,O007706,Credit Card,Failed
P007707,O007707,UPI,Completed
P007708,O007708,Debit Card,Failed
P007709,O007709,UPI,Failed
P007710,O007710,,
P007711,O007711,Debit Card,
P007712,O007712,Cash,
P007713,O007713,UPI,
P007714,O007714,,Completed
P007715,O007715,UPI,Completed
P007716,O007716,,Completed
P007717,O007717,UPI,Failed
P007718,O007718,,
P007719,O007719,Cash,Completed
P007720,O007720,,completed
P007721,O007721,Credit Card,completed
P007722,O007722,UPI,Completed
P007723,O007723,Debit Card,Failed
P007724,O007724,Debit Card,Failed
P007725,O007725,Debit Card,completed
P007726,O007726,,
P007727,O007727,Debit Card,Failed
P007728,O007728,,completed
P007729,O007729,Debit Card,
P007730,O007730,Debit Card,
P007731,O007731,Cash,Completed
P007732,O007732,Cash,completed
P007733,O007733,Cash,Failed
P007734,O007734,UPI,completed
P007735,O007735,,Failed
P007736,O007736,,completed
P007737,O007737,Cash,Completed
P007738,O007738,Cash,completed
P007739,O007739,Debit Card,Completed
P007740,O007740,Debit Card,Completed
P007741,O007741,Debit Card,Completed
P007742,O007742,UPI,Failed
P007743,O007743,Cash,Completed
P007744,O007744,Cash,Failed
P007745,O007745,Cash,
P007746,O007746,Debit Card,Completed
P007747,O007747,UPI,completed
P007748,O007748,Credit Card,completed
P007749,O007749,Credit Card,
P007750,O007750,Debit Card,Completed
P007751,O007751,Debit Card,
P007752,O007752,Cash,completed
P007753,O007753,,completed
P007754,O007754,Debit Card,Failed
P007755,O007755,Debit Card,Failed
P007756,O007756,Credit Card,
P007757,O007757,Debit Card,completed
P007758,O007758,,Completed
P007759,O007759,Cash,Completed
P007760,O007760,,Failed
P007761,O007761,UPI,completed
P007762,O007762,Debit Card,Failed
P007763,O007763,Debit Card,Completed
P007764,O007764,,Failed
P007765,O007765,UPI,completed
P007766,O007766,Cash,Completed
P007767,O007767,,completed
P007768,O007768,Credit Card,Completed
P007769,O007769,UPI,completed
P007770,O007770,Cash,completed
P007771,O007771,UPI,Failed
P007772,O007772,Credit Card,Completed
P007773,O007773,UPI,
P007774,O007774,,completed
P007775,O007775,,Completed
P007776,O007776,UPI,
P007777,O007777,Debit Card,Failed
P007778,O007778,UPI,
P007779,O007779,,
P007780,O007780,Cash,completed
P007781,O007781,UPI,Completed
P007782,O007782,Credit Card,Failed
P007783,O007783,Credit Card,
P007784,O007784,Cash,completed
P007785,O007785,Cash,Completed
P007786,O007786,Cash,Failed
P007787,O007787,Cash,
P007788,O007788,UPI,
P007789,O007789,Cash,
P007790,O007790,Cash,Failed
P007791,O007791,Debit Card,completed
P007792,O007792,Credit Card,completed
P007793,O007793,UPI,completed
P007794,O007794,,Completed
P007795,O007795,Debit Card,Failed
P007796,O007796,Debit Card,Failed
P007797,O007797,,
P007798,O007798,Debit Card,completed
P007799,O007799,UPI,
P007800,O007800,Credit Card,
P007801,O007801,Cash,Failed
P007802,O007802,Debit Card,completed
P007803,O007803,UPI,completed
P007804,O007804,Debit Card,Failed
P007805,O007805,UPI,Failed
P007806,O007806,Debit Card,Completed
P007807,O007807,UPI,
P007808,O007808,Cash,
P007809,O007809,UPI,completed
P007810,O007810,,Failed
P007811,O007811,Debit Card,completed
P007812,O007812,Cash,Failed
P007813,O007813,Debit Card,completed
P007814,O007814,UPI,completed
P007815,O007815,Debit Card,completed
P007816,O007816,Credit Card,completed
P007817,O007817,UPI,completed
P007818,O007818,UPI,Completed
P007819,O007819,Debit Card,
P007820,O007820,Cash,
P007821,O007821,,
P007822,O007822,Cash,Failed
P007823,O007823,,Failed
P007824,O007824,Credit Card,Completed
P007825,O007825,,Completed
P007826,O007826,Cash,Completed
P007827,O007827,,Completed
P007828,O007828,,completed
P007829,O007829,Credit Card,Completed
P007830,O007830,,Completed
P007831,O007831,Debit Card,Completed
P007832,O007832,Credit Card,Completed
P007833,O007833,Credit Card,
P007834,O007834,Debit Card,completed
P007835,O007835,Credit Card,Completed
P007836,O007836,Credit Card,Failed
P007837,O007837,Cash,
P007838,O007838,Cash,
P007839,O007839,UPI,Failed
P007840,O007840,UPI,completed
P007841,O007841,Credit Card,completed
P007842,O007842,Credit Card,
P007843,O007843,Debit Card,Failed
P007844,O007844,Debit Card,completed
P007845,O007845,Credit Card,
P007846,O007846,,Failed
P007847,O007847,Cash,completed
P007848,O007848,,completed
P007849,O007849,Cash,
P007850,O007850,Credit Card,Completed
P007851,O007851,Cash,
P007852,O007852,UPI,
P007853,O007853,Credit Card,
P007854,O007854,Credit Card,Failed
P007855,O007855,Credit Card,completed
P007856,O007856,Debit Card,Failed
P007857,O007857,Credit Card,completed
P007858,O007858,Credit Card,Failed
P007859,O007859,Credit Card,Completed
P007860,O007860,,Completed
P007861,O007861,Cash,Completed
P007862,O007862,UPI,
P007863,O007863,Credit Card,Failed
P007864,O007864,Cash,Failed
P007865,O007865,UPI,completed
P007866,O007866,Cash,Completed
P007867,O007867,Credit Card,Failed
P007868,O007868,Cash,Failed
P007869,O007869,Cash,Completed
P007870,O007870,Cash,
P007871,O007871,Credit Card,Failed
P007872,O007872,Debit Card,completed
P007873,O007873,Debit Card,Completed
P007874,O007874,Cash,
P007875,O007875,Credit Card,Completed
P007876,O007876,Cash,Completed
P007877,O007877,Debit Card,Completed
P007878,O007878,,Failed
P007879,O007879,,Completed
P007880,O007880,Cash,completed
P007881,O007881,Debit Card,
P007882,O007882,,
P007883,O007883,,Completed
P007884,O007884,Cash,Failed
P007885,O007885,Cash,completed
P007886,O007886,Debit Card,completed
P007887,O007887,UPI,completed
P007888,O007888,,
P007889,O007889,UPI,completed
P007890,O007890,,Completed
P007891,O007891,,
P007892,O007892,,Completed
P007893,O007893,Cash,completed
P007894,O007894,UPI,Failed
P007895,O007895,Credit Card,Failed
P007896,O007896,Cash,completed
P007897,O007897,,
P007898,O007898,UPI,
P007899,O007899,UPI,Failed
P007900,O007900,Debit Card,completed
P007901,O007901,Cash,completed
P007902,O007902,Credit Card,Completed
P007903,O007903,Debit Card,Completed
P007904,O007904,UPI,completed
P007905,O007905,Debit Card,
P007906,O007906,,Completed
P007907,O007907,Cash,
P007908,O007908,Credit Card,
P007909,O007909,Credit Card,Failed
P007910,O007910,UPI,Completed
P007911,O007911,Debit Card,
P007912,O007912,Credit Card,
P007913,O007913,Credit Card,completed
P007914,O007914,,completed
P007915,O007915,,completed
P007916,O007916,UPI,
P007917,O007917,Debit Card,
P007918,O007918,,
P007919,O007919,Debit Card,Failed
P007920,O007920,UPI,Completed
P007921,O007921,Cash,Completed
P007922,O007922,UPI,Completed
P007923,O007923,Cash,completed
P007924,O007924,,Failed
P007925,O007925,Credit Card,completed
P007926,O007926,UPI,
P007927,O007927,Debit Card,Completed
P007928,O007928,Debit Card,Failed
P007929,O007929,Cash,Completed
P007930,O007930,Debit Card,completed
P007931,O007931,,
P007932,O007932,Cash,completed
P007933,O007933,Credit Card,Failed
P007934,O007934,UPI,Failed
P007935,O007935,Cash,Failed
P007936,O007936,,
P007937,O007937,Cash,Completed
P007938,O007938,,Completed
P007939,O007939,Cash,Failed
P007940,O007940,Cash,completed
P007941,O007941,Credit Card,completed
P007942,O007942,Cash,Failed
P007943,O007943,,completed
P007944,O007944,Cash,completed
P007945,O007945,Debit Card,
P007946,O007946,Credit Card,completed
P007947,O007947,,Failed
P007948,O007948,UPI,Completed
P007949,O007949,Cash,
P007950,O007950,,Completed
P007951,O007951,Debit Card,
P007952,O007952,Cash,
P007953,O007953,Debit Card,
P007954,O007954,Cash,Completed
P007955,O007955,Cash,Failed
P007956,O007956,UPI,completed
P007957,O007957,UPI,Completed
P007958,O007958,Debit Card,completed
P007959,O007959,Credit Card,
P007960,O007960,Cash,
P007961,O007961,UPI,
P007962,O007962,Credit Card,completed
P007963,O007963,Debit Card,
P007964,O007964,,Failed
P007965,O007965,UPI,Failed
P007966,O007966,Cash,
P007967,O007967,UPI,Failed
P007968,O007968,Cash,Failed
P007969,O007969,UPI,Completed
P007970,O007970,Debit Card,completed
P007971,O007971,Debit Card,
P007972,O007972,Debit Card,Completed
P007973,O007973,Debit Card,completed
P007974,O007974,Debit Card,
P007975,O007975,Cash,Completed
P007976,O007976,Cash,completed
P007977,O007977,,
P007978,O007978,Debit Card,Failed
P007979,O007979,Credit Card,Failed
P007980,O007980,Cash,completed
P007981,O007981,Cash,Completed
P007982,O007982,,completed
P007983,O007983,Cash,
P007984,O007984,UPI,Failed
P007985,O007985,Cash,Failed
P007986,O007986,UPI,Failed
P007987,O007987,,
P007988,O007988,UPI,Completed
P007989,O007989,Credit Card,
P007990,O007990,Cash,completed
P007991,O007991,Credit Card,Completed
P007992,O007992,Debit Card,Failed
P007993,O007993,,Failed
P007994,O007994,,Completed
P007995,O007995,Cash,completed
P007996,O007996,Cash,Completed
P007997,O007997,,
P007998,O007998,Cash,
P007999,O007999,UPI,Failed
P008000,O008000,UPI,completed
P008001,O008001,UPI,
P008002,O008002,,completed
P008003,O008003,,completed
P008004,O008004,Credit Card,Failed
P008005,O008005,Debit Card,Failed
P008006,O008006,Cash,
P008007,O008007,,Failed
P008008,O008008,Credit Card,
P008009,O008009,Debit Card,Failed
P008010,O008010,UPI,Completed
P008011,O008011,Cash,
P008012,O008012,,completed
P008013,O008013,Credit Card,
P008014,O008014,UPI,Completed
P008015,O008015,Debit Card,Failed
P008016,O008016,Credit Card,Failed
P008017,O008017,Debit Card,completed
P008018,O008018,,
P008019,O008019,Credit Card,
P008020,O008020,Cash,
P008021,O008021,UPI,
P008022,O008022,Credit Card,completed
P008023,O008023,,Failed
P008024,O008024,,Failed
P008025,O008025,Debit Card,completed
P008026,O008026,Debit Card,Failed
P008027,O008027,Cash,
P008028,O008028,,Completed
P008029,O008029,,Completed
P008030,O008030,,completed
P008031,O008031,UPI,Completed
P008032,O008032,UPI,Failed
P008033,O008033,,
P008034,O008034,UPI,completed
P008035,O008035,,
P008036,O008036,Debit Card,Failed
P008037,O008037,Debit Card,Failed
P008038,O008038,UPI,completed
P008039,O008039,Debit Card,Failed
P008040,O008040,Debit Card,Completed
P008041,O008041,Cash,
P008042,O008042,Cash,
P008043,O008043,,Failed
P008044,O008044,Credit Card,Completed
P008045,O008045,Credit Card,
P008046,O008046,Cash,Failed
P008047,O008047,,completed
P008048,O008048,Cash,Failed
P008049,O008049,Debit Card,completed
P008050,O008050,,completed
P008051,O008051,,Failed
P008052,O008052,Credit Card,Completed
P008053,O008053,Credit Card,Failed
P008054,O008054,Credit Card,
P008055,O008055,UPI,Completed
P008056,O008056,Debit Card,Failed
P008057,O008057,Debit Card,Completed
P008058,O008058,Debit Card,completed
P008059,O008059,Debit Card,Completed
P008060,O008060,Debit Card,completed
P008061,O008061,Debit Card,completed
P008062,O008062,UPI,
P008063,O008063,,Failed
P008064,O008064,Credit Card,
P008065,O008065,Credit Card,
P008066,O008066,Credit Card,completed
P008067,O008067,Debit Card,
P008068,O008068,Credit Card,completed
P008069,O008069,UPI,Failed
P008070,O008070,Debit Card,Completed
P008071,O008071,Debit Card,Failed
P008072,O008072,UPI,Completed
P008073,O008073,,
P008074,O008074,UPI,
P008075,O008075,UPI,Completed
P008076,O008076,UPI,
P008077,O008077,,Failed
P008078,O008078,Credit Card,completed
P008079,O008079,UPI,Completed
P008080,O008080,Debit Card,completed
P008081,O008081,Credit Card,Completed
P008082,O008082,Credit Card,Failed
P008083,O008083,Cash,
P008084,O008084,UPI,
P008085,O008085,Credit Card,Completed
P008086,O008086,Debit Card,
P008087,O008087,,completed
P008088,O008088,,completed
P008089,O008089,Credit Card,completed
P008090,O008090,,
P008091,O008091,Cash,Failed
P008092,O008092,,Failed
P008093,O008093,,completed
P008094,O008094,,Failed
P008095,O008095,Debit Card,
P008096,O008096,Cash,Failed
P008097,O008097,Cash,
P008098,O008098,,Failed
P008099,O008099,Credit Card,
P008100,O008100,Debit Card,
P008101,O008101,Credit Card,Failed
P008102,O008102,UPI,
P008103,O008103,Debit Card,Failed
P008104,O008104,,
P008105,O008105,Debit Card,Failed
P008106,O008106,Debit Card,Failed
P008107,O008107,Credit Card,Failed
P008108,O008108,UPI,Failed
P008109,O008109,Debit Card,Completed
P008110,O008110,UPI,completed
P008111,O008111,UPI,Failed
P008112,O008112,Credit Card,Completed
P008113,O008113,Credit Card,
P008114,O008114,,Completed
P008115,O008115,,Completed
P008116,O008116,Debit Card,Completed
P008117,O008117,,Completed
P008118,O008118,Credit Card,completed
P008119,O008119,,Completed
P008120,O008120,,completed
P008121,O008121,,
P008122,O008122,UPI,
P008123,O008123,,Completed
P008124,O008124,Credit Card,
P008125,O008125,UPI,completed
P008126,O008126,,completed
P008127,O008127,,Completed
P008128,O008128,Credit Card,Failed
P008129,O008129,Debit Card,completed
P008130,O008130,Credit Card,
P008131,O008131,Cash,Failed
P008132,O008132,Credit Card,Failed
P008133,O008133,Debit Card,Completed
P008134,O008134,Credit Card,
P008135,O008135,UPI,Failed
P008136,O008136,UPI,completed
P008137,O008137,Credit Card,Completed
P008138,O008138,UPI,Failed
P008139,O008139,Debit Card,Failed
P008140,O008140,Cash,Completed
P008141,O008141,Cash,
P008142,O008142,Debit Card,Completed
P008143,O008143,,Completed
P008144,O008144,,Failed
P008145,O008145,Cash,
P008146,O008146,UPI,
P008147,O008147,UPI,Completed
P008148,O008148,,
P008149,O008149,Cash,Completed
P008150,O008150,Credit Card,Completed
P008151,O008151,Credit Card,completed
P008152,O008152,UPI,completed
P008153,O008153,Debit Card,Completed
P008154,O008154,,completed
P008155,O008155,UPI,Failed
P008156,O008156,Debit Card,Completed
P008157,O008157,Debit Card,Failed
P008158,O008158,,Completed
P008159,O008159,Debit Card,Failed
P008160,O008160,Debit Card,completed
P008161,O008161,,Completed
P008162,O008162,Cash,Completed
P008163,O008163,Credit Card,completed
P008164,O008164,Cash,Failed
P008165,O008165,Credit Card,Completed
P008166,O008166,Credit Card,completed
P008167,O008167,,completed
P008168,O008168,Cash,
P008169,O008169,,completed
P008170,O008170,Cash,completed
P008171,O008171,Debit Card,Failed
P008172,O008172,UPI,Completed
P008173,O008173,Cash,Completed
P008174,O008174,Cash,completed
P008175,O008175,Debit Card,completed
P008176,O008176,Debit Card,
P008177,O008177,Credit Card,completed
P008178,O008178,UPI,Completed
P008179,O008179,UPI,Completed
P008180,O008180,UPI,
P008181,O008181,Cash,Completed
P008182,O008182,Cash,
P008183,O008183,,completed
P008184,O008184,Credit Card,Failed
P008185,O008185,Debit Card,
P008186,O008186,Debit Card,Completed
P008187,O008187,Debit Card,
P008188,O008188,,Failed
P008189,O008189,,
P008190,O008190,Cash,
P008191,O008191,,
P008192,O008192,,Completed
P008193,O008193,Debit Card,completed
P008194,O008194,,completed
P008195,O008195,Credit Card,Completed
P008196,O008196,,completed
P008197,O008197,UPI,completed
P008198,O008198,,Completed
P008199,O008199,Cash,Failed
P008200,O008200,Credit Card,Failed
P008201,O008201,,completed
P008202,O008202,Cash,completed
P008203,O008203,Credit Card,
P008204,O008204,,Failed
P008205,O008205,Credit Card,Completed
P008206,O008206,UPI,Completed
P008207,O008207,Debit Card,Failed
P008208,O008208,,completed
P008209,O008209,Credit Card,Completed
P008210,O008210,Cash,
P008211,O008211,UPI,Failed
P008212,O008212,Debit Card,Failed
P008213,O008213,Cash,completed
P008214,O008214,UPI,
P008215,O008215,,Failed
P008216,O008216,Cash,Failed
P008217,O008217,Credit Card,completed
P008218,O008218,UPI,Completed
P008219,O008219,UPI,Failed
P008220,O008220,,completed
P008221,O008221,UPI,completed
P008222,O008222,Debit Card,
P008223,O008223,Credit Card,
P008224,O008224,,Completed
P008225,O008225,Debit Card,Failed
P008226,O008226,,
P008227,O008227,,Failed
P008228,O008228,Credit Card,Failed
P008229,O008229,UPI,Failed
P008230,O008230,,Failed
P008231,O008231,Cash,Completed
P008232,O008232,Credit Card,Failed
P008233,O008233,Credit Card,completed
P008234,O008234,Cash,Failed
P008235,O008235,Credit Card,Completed
P008236,O008236,,Completed
P008237,O008237,Debit Card,Failed
P008238,O008238,UPI,
P008239,O008239,Debit Card,
P008240,O008240,Credit Card,Failed
P008241,O008241,Cash,
P008242,O008242,Credit Card,completed
P008243,O008243,Credit Card,completed
P008244,O008244,Credit Card,Failed
P008245,O008245,UPI,
P008246,O008246,Credit Card,Completed
P008247,O008247,Credit Card,completed
P008248,O008248,Credit Card,Failed
P008249,O008249,Cash,Completed
P008250,O008250,,Completed
P008251,O008251,Credit Card,completed
P008252,O008252,Credit Card,
P008253,O008253,Credit Card,Completed
P008254,O008254,UPI,Failed
P008255,O008255,Cash,Failed
P008256,O008256,Debit Card,
P008257,O008257,,
P008258,O008258,Credit Card,
P008259,O008259,Debit Card,
P008260,O008260,Debit Card,Failed
P008261,O008261,UPI,Failed
P008262,O008262,UPI,Completed
P008263,O008263,Debit Card,Completed
P008264,O008264,Credit Card,Failed
P008265,O008265,,
P008266,O008266,Credit Card,Completed
P008267,O008267,Cash,Failed
P008268,O008268,Cash,Failed
P008269,O008269,Cash,completed
P008270,O008270,Credit Card,Failed
P008271,O008271,UPI,Completed
P008272,O008272,Debit Card,
P008273,O008273,Debit Card,
P008274,O008274,Credit Card,Completed
P008275,O008275,Credit Card,
P008276,O008276,,Completed
P008277,O008277,Cash,
P008278,O008278,Credit Card,Failed
P008279,O008279,,completed
P008280,O008280,,completed
P008281,O008281,UPI,Failed
P008282,O008282,Cash,completed
P008283,O008283,Debit Card,Failed
P008284,O008284,Credit Card,Failed
P008285,O008285,UPI,Completed
P008286,O008286,UPI,
P008287,O008287,,Completed
P008288,O008288,Debit Card,completed
P008289,O008289,UPI,Failed
P008290,O008290,Cash,Failed
P008291,O008291,UPI,completed
P008292,O008292,,
P008293,O008293,UPI,Failed
P008294,O008294,,
P008295,O008295,UPI,Failed
P008296,O008296,Cash,Failed
P008297,O008297,Credit Card,Completed
P008298,O008298,Credit Card,
P008299,O008299,UPI,Failed
P008300,O008300,Debit Card,completed
P008301,O008301,Credit Card,Failed
P008302,O008302,UPI,
P008303,O008303,Credit Card,Failed
P008304,O008304,,
P008305,O008305,UPI,completed
P008306,O008306,UPI,Completed
P008307,O008307,Credit Card,completed
P008308,O008308,Cash,completed
P008309,O008309,UPI,Failed
P008310,O008310,UPI,
P008311,O008311,Cash,completed
P008312,O008312,Cash,Completed
P008313,O008313,Cash,completed
P008314,O008314,Debit Card,Failed
P008315,O008315,Debit Card,Failed
P008316,O008316,Cash,completed
P008317,O008317,Debit Card,Completed
P008318,O008318,Cash,completed
P008319,O008319,,Failed
P008320,O008320,,
P008321,O008321,UPI,completed
P008322,O008322,UPI,
P008323,O008323,Cash,
P008324,O008324,Cash,Completed
P008325,O008325,Debit Card,Completed
P008326,O008326,UPI,completed
P008327,O008327,Debit Card,
P008328,O008328,Credit Card,completed
P008329,O008329,Cash,Completed
P008330,O008330,UPI,
P008331,O008331,UPI,
P008332,O008332,Debit Card,completed
P008333,O008333,,Failed
P008334,O008334,Cash,Failed
P008335,O008335,Cash,
P008336,O008336,Cash,
P008337,O008337,,completed
P008338,O008338,Cash,Failed
P008339,O008339,,
P008340,O008340,,
P008341,O008341,Debit Card,
P008342,O008342,Cash,Failed
P008343,O008343,,
P008344,O008344,,Failed
P008345,O008345,Debit Card,completed
P008346,O008346,Cash,Failed
P008347,O008347,Credit Card,Failed
P008348,O008348,,Completed
P008349,O008349,UPI,
P008350,O008350,Debit Card,Failed
P008351,O008351,Debit Card,Failed
P008352,O008352,Debit Card,completed
P008353,O008353,Cash,Failed
P008354,O008354,Credit Card,completed
P008355,O008355,UPI,Completed
P008356,O008356,Debit Card,Failed
P008357,O008357,,Completed
P008358,O008358,Credit Card,
P008359,O008359,Credit Card,Completed
P008360,O008360,Debit Card,Failed
P008361,O008361,UPI,Completed
P008362,O008362,Debit Card,Failed
P008363,O008363,UPI,Completed
P008364,O008364,Debit Card,completed
P008365,O008365,Debit Card,
P008366,O008366,Debit Card,completed
P008367,O008367,Cash,completed
P008368,O008368,Debit Card,
P008369,O008369,Credit Card,completed
P008370,O008370,,Completed
P008371,O008371,,Completed
P008372,O008372,Debit Card,Completed
P008373,O008373,Cash,Completed
P008374,O008374,Debit Card,Completed
P008375,O008375,Debit Card,Failed
P008376,O008376,UPI,completed
P008377,O008377,Credit Card,completed
P008378,O008378,UPI,Failed
P008379,O008379,,completed
P008380,O008380,Cash,
P008381,O008381,UPI,completed
P008382,O008382,Credit Card,completed
P008383,O008383,Credit Card,Failed
P008384,O008384,Credit Card,Completed
P008385,O008385,,Completed
P008386,O008386,UPI,Completed
P008387,O008387,Credit Card,
P008388,O008388,,Completed
P008389,O008389,Cash,completed
P008390,O008390,Debit Card,Failed
P008391,O008391,Cash,
P008392,O008392,UPI,Completed
P008393,O008393,Cash,Failed
P008394,O008394,,
P008395,O008395,UPI,completed
P008396,O008396,Credit Card,Completed
P008397,O008397,,completed
P008398,O008398,UPI,
P008399,O008399,UPI,completed
P008400,O008400,,
P008401,O008401,Cash,Completed
P008402,O008402,Cash,Failed
P008403,O008403,Credit Card,
P008404,O008404,UPI,Completed
P008405,O008405,Cash,completed
P008406,O008406,UPI,Failed
P008407,O008407,Cash,Failed
P008408,O008408,,
P008409,O008409,,Completed
P008410,O008410,Cash,
P008411,O008411,,
P008412,O008412,UPI,
P008413,O008413,,Completed
P008414,O008414,Credit Card,
P008415,O008415,Cash,Completed
P008416,O008416,Credit Card,Failed
P008417,O008417,,Failed
P008418,O008418,Cash,Completed
P008419,O008419,Cash,completed
P008420,O008420,UPI,
P008421,O008421,UPI,Failed
P008422,O008422,,
P008423,O008423,UPI,
P008424,O008424,UPI,completed
P008425,O008425,Credit Card,Completed
P008426,O008426,Credit Card,Completed
P008427,O008427,Credit Card,
P008428,O008428,,completed
P008429,O008429,Cash,
P008430,O008430,Debit Card,Completed
P008431,O008431,,completed
P008432,O008432,Cash,completed
P008433,O008433,UPI,Failed
P008434,O008434,,completed
P008435,O008435,Cash,Completed
P008436,O008436,,Completed
P008437,O008437,UPI,
P008438,O008438,UPI,Completed
P008439,O008439,,Completed
P008440,O008440,,Completed
P008441,O008441,Debit Card,
P008442,O008442,Credit Card,Failed
P008443,O008443,Cash,Failed
P008444,O008444,UPI,Failed
P008445,O008445,UPI,completed
P008446,O008446,Cash,Failed
P008447,O008447,,completed
P008448,O008448,Debit Card,completed
P008449,O008449,Cash,Failed
P008450,O008450,,Completed
P008451,O008451,UPI,Failed
P008452,O008452,,completed
P008453,O008453,Credit Card,completed
P008454,O008454,Debit Card,completed
P008455,O008455,Credit Card,
P008456,O008456,Credit Card,
P008457,O008457,,Failed
P008458,O008458,,Failed
P008459,O008459,Cash,completed
P008460,O008460,UPI,Failed
P008461,O008461,Debit Card,Failed
P008462,O008462,Credit Card,completed
P008463,O008463,,
P008464,O008464,UPI,Failed
P008465,O008465,Cash,Failed
P008466,O008466,,Completed
P008467,O008467,Cash,Completed
P008468,O008468,,
P008469,O008469,Debit Card,Failed
P008470,O008470,Credit Card,Failed
P008471,O008471,Cash,Failed
P008472,O008472,Cash,completed
P008473,O008473,Cash,Failed
P008474,O008474,,Failed
P008475,O008475,Cash,Completed
P008476,O008476,,Failed
P008477,O008477,,Completed
P008478,O008478,Debit Card,
P008479,O008479,,Failed
P008480,O008480,UPI,completed
P008481,O008481,Cash,
P008482,O008482,Credit Card,
P008483,O008483,Cash,Failed
P008484,O008484,UPI,Failed
P008485,O008485,,Completed
P008486,O008486,Debit Card,
P008487,O008487,,Completed
P008488,O008488,Debit Card,Completed
P008489,O008489,Credit Card,Failed
P008490,O008490,Cash,
P008491,O008491,,completed
P008492,O008492,Debit Card,Completed
P008493,O008493,Debit Card,
P008494,O008494,UPI,
P008495,O008495,UPI,
P008496,O008496,Cash,Failed
P008497,O008497,Debit Card,Failed
P008498,O008498,Credit Card,Failed
P008499,O008499,Debit Card,Completed
P008500,O008500,Debit Card,Failed
P008501,O008501,,
P008502,O008502,,
P008503,O008503,UPI,Failed
P008504,O008504,,Completed
P008505,O008505,Debit Card,Failed
P008506,O008506,,Failed
P008507,O008507,UPI,
P008508,O008508,Cash,
P008509,O008509,Credit Card,completed
P008510,O008510,Debit Card,Failed
P008511,O008511,Credit Card,completed
P008512,O008512,Cash,
P008513,O008513,Debit Card,Completed
P008514,O008514,Credit Card,Completed
P008515,O008515,Cash,completed
P008516,O008516,Debit Card,
P008517,O008517,Cash,completed
P008518,O008518,Debit Card,completed
P008519,O008519,Debit Card,
P008520,O008520,Cash,Failed
P008521,O008521,UPI,Failed
P008522,O008522,Credit Card,
P008523,O008523,UPI,completed
P008524,O008524,,
P008525,O008525,Credit Card,completed
P008526,O008526,Debit Card,
P008527,O008527,Credit Card,completed
P008528,O008528,Credit Card,
P008529,O008529,,
P008530,O008530,UPI,
P008531,O008531,Debit Card,
P008532,O008532,Credit Card,Completed
P008533,O008533,UPI,
P008534,O008534,,Failed
P008535,O008535,UPI,Failed
P008536,O008536,,Completed
P008537,O008537,Credit Card,
P008538,O008538,Debit Card,Failed
P008539,O008539,UPI,
P008540,O008540,,
P008541,O008541,Debit Card,completed
P008542,O008542,Credit Card,Failed
P008543,O008543,UPI,completed
P008544,O008544,Cash,Completed
P008545,O008545,Debit Card,
P008546,O008546,UPI,Completed
P008547,O008547,,Failed
P008548,O008548,Cash,completed
P008549,O008549,Debit Card,completed
P008550,O008550,Cash,Failed
P008551,O008551,Debit Card,Completed
P008552,O008552,Credit Card,completed
P008553,O008553,,Failed
P008554,O008554,,
P008555,O008555,Credit Card,completed
P008556,O008556,Debit Card,completed
P008557,O008557,Debit Card,completed
P008558,O008558,,Failed
P008559,O008559,UPI,Completed
P008560,O008560,Debit Card,Completed
P008561,O008561,Credit Card,Completed
P008562,O008562,,Failed
P008563,O008563,Credit Card,Failed
P008564,O008564,Credit Card,Completed
P008565,O008565,Debit Card,
P008566,O008566,Credit Card,Failed
P008567,O008567,,Completed
P008568,O008568,UPI,Completed
P008569,O008569,,
P008570,O008570,Cash,Failed
P008571,O008571,,completed
P008572,O008572,Cash,completed
P008573,O008573,Debit Card,Failed
P008574,O008574,Cash,Failed
P008575,O008575,UPI,
P008576,O008576,Debit Card,Completed
P008577,O008577,UPI,completed
P008578,O008578,Cash,
P008579,O008579,Debit Card,
